5.913152730403083563e+08,5.001256869626156458e+02,2.356194490192344837e+00,3.141592653589793116e+00,-1.371787155501901978e+01,2.234021442552741821e+00,3.141592653589793116e+00,3.816382450816670158e+00,2.356194490192344837e+00,0.000000000000000000e+00,-1.371787155501901978e+01,2.234021442552741821e+00,0.000000000000000000e+00,3.816382450816670158e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.400000000000000355e+00,2.820000000000000024e-03,2.820000000000000024e-03,-4.000000000000000000e+01,8.000000000000000000e+01,5.800000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,-1.570796326794896780e+00
1.061891053282578439e+08,3.965868317526615670e+02,2.364406331780971815e+00,2.749216238338708873e+00,-8.274645965808367976e+01,2.179565340397813245e+00,2.830034904981391986e+00,-5.965467083295715156e+01,2.320790978948030325e+00,9.952526480314791146e-02,-4.146267129325579504e+01,2.224956881768143102e+00,1.133065554689832999e-01,-7.250497041356778638e+00,9.124206278781871182e-02,-3.834292953677902460e-01,6.534864755000404202e+00,4.349088263158067472e-03,4.469539662235771232e-03,2.275045896949557545e+01,2.563193278321073620e+01,6.062313012935466077e+02,7.921004562748060196e-02,2.464086916433443630e-01,-1.522788102754319306e+00
6.530618286050935090e+07,1.749721569974495026e+02,2.373107700458201297e+00,2.718601388394323859e+00,-1.062670885469143940e+02,2.163250848085624511e+00,2.814225265913754992e+00,-3.391674959896521102e+01,2.315561707777879619e+00,3.770832948765188986e-02,-4.279026788297635875e+01,2.234828669010092472e+00,8.845427659795276898e-02,6.813642200861583120e+00,-8.233708067677106279e-02,-3.443177425507992218e-01,7.378526249339591558e+00,3.844797056366803210e-03,4.087156015181549369e-03,1.647042538921896693e+01,2.584790151153126914e+01,7.075300782007376483e+02,1.360826575568461483e-01,3.560642690666303567e-01,-1.507478882152531341e+00
3.878352560056515783e+07,1.200841748666187954e+02,2.380034381707283764e+00,2.889358291470816464e+00,-8.506143104954809075e+01,2.176681375118515671e+00,2.973793553294967307e+00,-2.951290145497476658e+01,2.324568327012848989e+00,1.484332470280903815e-01,-5.768264240173022017e+01,2.212260980103948782e+00,1.507146741727672656e-01,2.230155458554761161e+00,5.401546169831458744e-02,-8.005307870553599603e-01,6.841133024195796608e+00,4.134228293619523868e-03,4.316280561721569896e-03,2.318045204891664568e+01,8.219890816601353123e+00,6.327687285471885161e+02,9.907869100457705747e-02,2.973400069746265362e-01,-1.540493126034855109e+00
5.235141769461105764e+07,6.606946365795410259e+01,2.376183757719692036e+00,2.894504185069172841e+00,-8.075217657037819663e+01,2.182073957785886531e+00,2.968427085449351743e+00,-3.120878027497483131e+01,2.314238419412751657e+00,1.402360489682590028e-01,-5.127592901308092621e+01,2.223107824532019716e+00,1.484788714854634595e-01,-5.404404407537580113e+00,-1.622696879271844084e-02,-8.908140908296705573e-01,6.807140107788758776e+00,4.091405023397089169e-03,4.291278700524358072e-03,1.990800983171664384e+01,-9.769986086651094581e+00,6.578452070591315533e+02,1.208693610808293240e-01,3.149135247945538674e-01,-1.542525906924406165e+00
8.046789187250123359e+06,2.142925488136657108e+01,2.384886350945975675e+00,2.902628661306930535e+00,-8.655922147791278576e+01,2.173029867785640334e+00,2.977577243511870364e+00,-2.420563626537499502e+01,2.321191322512688338e+00,1.513798746429496078e-01,-5.807962744939963784e+01,2.214155695419003145e+00,1.578810962410136798e-01,-6.250353033481532705e-01,-2.755019326890824002e-02,-7.647561780041308710e-01,6.921149310270997113e+00,4.121668801911709118e-03,4.292819437273215702e-03,1.865637904661436153e+01,4.839932340136764211e+00,6.454301437016202954e+02,1.048927579320620834e-01,3.199830900382078513e-01,-1.541936341463265858e+00
3.514356998453003354e+06,5.962279871113215002e+00,2.382444868939593174e+00,2.911186917221968873e+00,-8.371905324750936472e+01,2.177311814789745892e+00,2.981291659762412394e+00,-2.631369688401234086e+01,2.316313472649942362e+00,1.526824019911948438e-01,-5.504382921933353856e+01,2.218967631084114434e+00,1.619687045292488858e-01,-4.316455288501890308e+00,-5.387432799126638805e-02,-8.211746305529699086e-01,6.905964575431065455e+00,4.094902530824833832e-03,4.311518133694054386e-03,1.771888204788696086e+01,-2.392366393564024030e+00,6.549662934473215046e+02,1.108277983228608404e-01,3.092110140142197983e-01,-1.546158573897144617e+00
3.999756830960478983e+05,3.274667950853780596e+00,2.384209001681170115e+00,2.904455233780905754e+00,-8.503087976738599707e+01,2.174826049845634213e+00,2.976495761868111600e+00,-2.497478652371741603e+01,2.318635632690227322e+00,1.487175101389534848e-01,-5.545410762481604650e+01,2.217612575104711325e+00,1.583716746375268547e-01,-3.237808414613357222e+00,-4.569243061144057788e-02,-7.970322310780486585e-01,6.926418123559217932e+00,4.136863366264076532e-03,4.350706606121045907e-03,1.727287984543333721e+01,5.134883757178672070e-01,6.475095135061388874e+02,1.036451434524391368e-01,3.150080799827301159e-01,-1.545048057902886463e+00
1.264990858875259582e+05,3.232681862492369884e+00,2.383453309528674513e+00,2.904605189324465098e+00,-8.460148144777062384e+01,2.175520193320087170e+00,2.975983617927454361e+00,-2.596899329789883382e+01,2.318536732678582180e+00,1.478613626060915898e-01,-5.553886012711020470e+01,2.217647709083310215e+00,1.585525712467178716e-01,-2.942412967385455769e+00,-4.599261683850913718e-02,-7.984203874100619380e-01,6.921586778909166071e+00,4.127731352042838392e-03,4.347216947535850230e-03,1.775921254022174622e+01,-1.568589816531493764e-01,6.486199972858048568e+02,1.067686908303359800e-01,3.020765174764452610e-01,-1.544495117364245607e+00
2.583618781642716931e+04,3.125977487947042555e+00,2.383481416340532011e+00,2.904312461499577225e+00,-8.469372500690724337e+01,2.175497540655153994e+00,2.976045280616888444e+00,-2.576190949111076733e+01,2.318478488177294849e+00,1.481929821878444631e-01,-5.545338401878805001e+01,2.217688155960597651e+00,1.582471709116474445e-01,-3.063649283208974783e+00,-4.447451580373869284e-02,-7.996757576804452983e-01,6.921856656725049461e+00,4.126328118924131247e-03,4.347083863580875930e-03,1.771664413726623266e+01,1.231481924806474004e-02,6.485800474807570026e+02,1.030928677711642205e-01,3.084894034721253897e-01,-1.545124628343507611e+00
2.365651862481272838e+05,3.101677804864180654e+00,2.383499205462633608e+00,2.904307876577385095e+00,-8.470756195843517844e+01,2.175483483991831779e+00,2.976061057833841783e+00,-2.572003299049235991e+01,2.318454727083225198e+00,1.481527793584964392e-01,-5.544887165992536637e+01,2.217706181176194224e+00,1.582784510810856526e-01,-3.074277160450446189e+00,-4.404410836746261437e-02,-7.994394033129864630e-01,6.921496840948606177e+00,4.126560751499518467e-03,4.347012525141691341e-03,1.768882077406454201e+01,-1.830324549370282786e-02,6.487178163777223290e+02,1.087362069776594692e-01,3.053800952384699285e-01,-1.544866970943140183e+00
8.093842064031481277e+04,2.773131306103025384e+00,2.383496015592364348e+00,2.904326898351885955e+00,-8.471021978370875161e+01,2.175486773904020676e+00,2.976044663191762751e+00,-2.571738137155889703e+01,2.318460798499329290e+00,1.481596154393925169e-01,-5.544414915134322541e+01,2.217699852231898472e+00,1.582717053909673821e-01,-3.079446130420078198e+00,-4.410314851280974779e-02,-7.994613090102736797e-01,6.921602395569482979e+00,4.126495404576371526e-03,4.346481869425379910e-03,1.769665917497525243e+01,-1.597332636081231008e-02,6.486879770509934815e+02,1.065090007803342620e-01,3.059752866149798023e-01,-1.544843422653539244e+00
2.920782201475329930e+04,2.721221752200814858e+00,2.383500067833444813e+00,2.904341462457511014e+00,-8.470789720197323902e+01,2.175482790326791704e+00,2.976034548377125333e+00,-2.571912386423479546e+01,2.318464961011541980e+00,1.481551412757745601e-01,-5.544097911948801283e+01,2.217695213267338428e+00,1.582741019948371020e-01,-3.083067051177269757e+00,-4.409096954127050133e-02,-7.994251823131733881e-01,6.921668471634578879e+00,4.126476874170245321e-03,4.346256318453427421e-03,1.769664558563693646e+01,-2.108164154591840936e-02,6.487161722197098470e+02,1.042309169877496527e-01,3.072771888810397201e-01,-1.544876529704004131e+00
5.870140634050212975e+04,2.709383125791328339e+00,2.383500161849528176e+00,2.904342703667353476e+00,-8.470846052077939703e+01,2.175482782290297123e+00,2.976033950645108117e+00,-2.571799839838491053e+01,2.318464810701979406e+00,1.481555191310084119e-01,-5.544097582686631398e+01,2.217695311481716391e+00,1.582735151383997674e-01,-3.083116096860207822e+00,-4.408676357682176500e-02,-7.994139965016505700e-01,6.921625834078128037e+00,4.126512024368992650e-03,4.346317475379173241e-03,1.769670874537123950e+01,-2.235166741249871442e-02,6.487241968375528813e+02,1.049812156687891379e-01,3.070697336938177924e-01,-1.544880402657578866e+00
9.673069569689854688e+03,2.705928530240480079e+00,2.383500573278038992e+00,2.904345824369002571e+00,-8.470946055269729413e+01,2.175482591187495096e+00,2.976033039040353767e+00,-2.571569310527447172e+01,2.318464841581985514e+00,1.481518172212480666e-01,-5.544045316892493247e+01,2.217695051048515165e+00,1.582761909052618210e-01,-3.083863075416292343e+00,-4.407317950846315752e-02,-7.993871974595030405e-01,6.921596201133660919e+00,4.126565813292339298e-03,4.346070215376831442e-03,1.769658733443499088e+01,-2.572792767636188083e-02,6.487332022192528029e+02,1.051614272721291404e-01,3.071391304742898121e-01,-1.544886723586030408e+00
3.484212433486041118e+04,2.701141337337338300e+00,2.383502659893191655e+00,2.904355227474181955e+00,-8.471067268444195975e+01,2.175480916710254231e+00,2.976028446899134483e+00,-2.571172053622760245e+01,2.318465883794586624e+00,1.481468172006596695e-01,-5.543822355451562345e+01,2.217693412065089742e+00,1.582789817625391282e-01,-3.086739783893875266e+00,-4.403977732984711013e-02,-7.993293408555330881e-01,6.921576701387035513e+00,4.126629806316624294e-03,4.345763859427642650e-03,1.769625034662445273e+01,-3.315054746197385743e-02,6.487548921024235824e+02,1.051875070164569326e-01,3.073494592964953198e-01,-1.544874644880253722e+00
1.634465999460810417e+04,2.694091682967377999e+00,2.383506416279022488e+00,2.904374125736671086e+00,-8.471471847941475630e+01,2.175478060612318298e+00,2.976017728905829163e+00,-2.570051493883352123e+01,2.318465610941059296e+00,1.481299940150195282e-01,-5.543331346546433025e+01,2.217692145326484621e+00,1.582903613353511263e-01,-3.093371962423746790e+00,-4.393934862571521882e-02,-7.992343084270815412e-01,6.921571213644274856e+00,4.126672635896704716e-03,4.345496853607594238e-03,1.769418781100026905e+01,-4.604002448928104507e-02,6.487855982261097552e+02,1.051531583200878694e-01,3.078144712268368055e-01,-1.544858768037022267e+00
2.755733080809588500e+04,2.685814480018505090e+00,2.383512808318584142e+00,2.904404900811221157e+00,-8.472540249646591803e+01,2.175472933031951328e+00,2.975991329687571962e+00,-2.567283585379337651e+01,2.318459672013103656e+00,1.481028099243652529e-01,-5.542186120069883515e+01,2.217694282562885810e+00,1.583062495995720131e-01,-3.109263013876082837e+00,-4.366673150951211335e-02,-7.991358965015019633e-01,6.921617487919029976e+00,4.126543721875242619e-03,4.345481861965677650e-03,1.768780904182401770e+01,-6.289646880047877753e-02,6.488226454536795700e+02,1.047400850154236868e-01,3.075848135507994185e-01,-1.544847361695574905e+00
4.235412594363204698e+04,2.685472623728752506e+00,2.383512349904620464e+00,2.904404376252608611e+00,-8.472590320041447853e+01,2.175473427107025071e+00,2.975991933046720384e+00,-2.567206794288668092e+01,2.318459646980109756e+00,1.481007666057725103e-01,-5.542163313889231802e+01,2.217694245822723342e+00,1.583080252635681862e-01,-3.109546465462377451e+00,-4.366520016408249188e-02,-7.991366050128008158e-01,6.921628696047936735e+00,4.126532352797599758e-03,4.345460084217896320e-03,1.768803373392955081e+01,-6.284335284401247612e-02,6.488183963609698139e+02,1.045534851111007968e-01,3.077858934262170387e-01,-1.544843760651892328e+00
6.125985441043405444e+03,2.684533696865917030e+00,2.383512635400615753e+00,2.904404210459562208e+00,-8.472566953907238485e+01,2.175473125340335656e+00,2.975991986084309371e+00,-2.567232189457852343e+01,2.318459716743197951e+00,1.481010961212790300e-01,-5.542154735022442225e+01,2.217694165406214335e+00,1.583076881718556983e-01,-3.109646426572094668e+00,-4.366349560013040032e-02,-7.991358644946768841e-01,6.921632584233900154e+00,4.126528968256481036e-03,4.345470764274289403e-03,1.768787304449756093e+01,-6.294499214442961232e-02,6.488199542656791436e+02,1.045942517824136331e-01,3.077625911234996847e-01,-1.544844534606199415e+00
2.971561231469841005e+03,2.684371527090946952e+00,2.383512791316944490e+00,2.904404594192628863e+00,-8.472566759022831206e+01,2.175472968521309003e+00,2.975991579302374568e+00,-2.567220206391542092e+01,2.318459612876484055e+00,1.481013943432454016e-01,-5.542148783188822136e+01,2.217694236682334896e+00,1.583073088756626612e-01,-3.109737852467272301e+00,-4.366036720263773152e-02,-7.991343514336677334e-01,6.921631558662173056e+00,4.126528210962118401e-03,4.345484113718829644e-03,1.768773016913954521e+01,-6.314297191581824675e-02,6.488211530780255316e+02,1.046705137219151177e-01,3.077543547344352426e-01,-1.544844558927142453e+00
5.576180727157621732e+03,2.684264150945767646e+00,2.383512765022159918e+00,2.904404766065126875e+00,-8.472588493667490184e+01,2.175473009075424624e+00,2.975991397223650026e+00,-2.567174228842045025e+01,2.318459537552009397e+00,1.481011445468164156e-01,-5.542131240507097090e+01,2.217694254370237150e+00,1.583073880087915997e-01,-3.109970637526604520e+00,-4.365691542064718822e-02,-7.991326517119948791e-01,6.921632739176571292e+00,4.126526027754204469e-03,4.345474579037895101e-03,1.768772743737541830e+01,-6.337971783481408106e-02,6.488211664294954062e+02,1.046649029544228365e-01,3.077835585722505374e-01,-1.544843444334413007e+00
2.524942337910448259e+03,2.684166555214003047e+00,2.383512922339519502e+00,2.904404892413074091e+00,-8.472595289967114240e+01,2.175472855293849594e+00,2.975991194133534190e+00,-2.567145286135695059e+01,2.318459437306880311e+00,1.481010414227376670e-01,-5.542115627537992850e+01,2.217694297418343563e+00,1.583073265073492719e-01,-3.110179057811129688e+00,-4.365224355459720873e-02,-7.991308976195660163e-01,6.921633118799110029e+00,4.126524401764860434e-03,4.345467062408212705e-03,1.768757034215765600e+01,-6.363669348017084171e-02,6.488225238435642268e+02,1.046981330757900258e-01,3.077831907589678173e-01,-1.544843039229673698e+00
4.748417026072011140e+03,2.684072619414818117e+00,2.383512889243814659e+00,2.904405130605837382e+00,-8.472617435010012343e+01,2.175472901387094371e+00,2.975990933368345193e+00,-2.567098998799787424e+01,2.318459387580528830e+00,1.481008239678675009e-01,-5.542096426378508767e+01,2.217694289123413487e+00,1.583073750319614059e-01,-3.110431211898460724e+00,-4.364901470778691922e-02,-7.991295098063001534e-01,6.921633798447548003e+00,4.126522420110580527e-03,4.345455529157916941e-03,1.768759547388241415e+01,-6.385088713647993353e-02,6.488226602675001686e+02,1.046686420917929267e-01,3.078077263747901471e-01,-1.544842240532410926e+00
2.478747201645419409e+03,2.683981248070963055e+00,2.383513046407144120e+00,2.904405261718721043e+00,-8.472624086110857888e+01,2.175472746744576913e+00,2.975990711538492928e+00,-2.567070410307708528e+01,2.318459275671596487e+00,1.481006930819060985e-01,-5.542082226765734276e+01,2.217694345549049650e+00,1.583073431362565786e-01,-3.110624396920568469e+00,-4.364433026233473234e-02,-7.991280415999845177e-01,6.921633048382967779e+00,4.126521303153373246e-03,4.345449740444867238e-03,1.768743005992797990e+01,-6.409087232182056337e-02,6.488241996236336036e+02,1.047018404414668258e-01,3.078025071114149358e-01,-1.544842170259584924e+00
4.746672624725115384e+03,2.683893521324988818e+00,2.383512995799067280e+00,2.904405492559858359e+00,-8.472647324430714377e+01,2.175472810322982120e+00,2.975990451001734982e+00,-2.567023209204810996e+01,2.318459238585798943e+00,1.481004787833739289e-01,-5.542062364854714929e+01,2.217694325098713115e+00,1.583073907360076638e-01,-3.110878257633684640e+00,-4.364130756278994383e-02,-7.991267836844380135e-01,6.921633533167184993e+00,4.126519276389579126e-03,4.345439310997839880e-03,1.768747803811149666e+01,-6.427279118430233307e-02,6.488242956655672060e+02,1.046653513372035466e-01,3.078253360543807826e-01,-1.544841497313255818e+00
2.477207356472703395e+03,2.683807581798195674e+00,2.383513158024131329e+00,2.904405608640721503e+00,-8.472652989479894359e+01,2.175472649298759720e+00,2.975990232661025914e+00,-2.566996358455978822e+01,2.318459116477356474e+00,1.481003462195409071e-01,-5.542049429915510217e+01,2.217694393478785386e+00,1.583073643074539294e-01,-3.111057624114828890e+00,-4.363660464586006926e-02,-7.991254620659454799e-01,6.921632408057285524e+00,4.126518244054058239e-03,4.345435357386569046e-03,1.768730132883502293e+01,-6.448379301840073685e-02,6.488259095970763610e+02,1.047010950857274192e-01,3.078173164649245508e-01,-1.544841614950756226e+00
4.988305848369274827e+03,2.683724928570498047e+00,2.383513091202607903e+00,2.904405834082540050e+00,-8.472676725161548461e+01,2.175472728825296187e+00,2.975989975036088531e+00,-2.566949398920277758e+01,2.318459087917904338e+00,1.481001356576571726e-01,-5.542029581538265148e+01,2.217694366182122234e+00,1.583074136000213461e-01,-3.111310409376709440e+00,-4.363382134066220996e-02,-7.991243490184329890e-01,6.921632948975585897e+00,4.126516083919304009e-03,4.345425539675890764e-03,1.768736775038344433e+01,-6.466077876115797207e-02,6.488258978613617955e+02,1.046602223026823070e-01,3.078399965228375557e-01,-1.544840949914795036e+00
2.511274741825571255e+03,2.683643486505399967e+00,2.383513259048859911e+00,2.904405937796539661e+00,-8.472681180846697657e+01,2.175472560797231392e+00,2.975989759987334615e+00,-2.566924611834026848e+01,2.318458959650857576e+00,1.481000009419693453e-01,-5.542017656722086372e+01,2.217694442570300684e+00,1.583073938157912308e-01,-3.111476019740065713e+00,-4.362912981220012920e-02,-7.991231788027096661e-01,6.921631685488377705e+00,4.126515011023182238e-03,4.345422781231189809e-03,1.768717966961572685e+01,-6.485701610274334505e-02,6.488275518351543951e+02,1.046983063295157945e-01,3.078300132074389683e-01,-1.544841146985998837e+00
5.267102804384003321e+03,2.683564932348716070e+00,2.383513178446791336e+00,2.904406157902041041e+00,-8.472705274666304831e+01,2.175472653820734514e+00,2.975989505971480931e+00,-2.566878014606604097e+01,2.318458936368725798e+00,1.480997963188243893e-01,-5.541998000586144002e+01,2.217694411591960790e+00,1.583074422658152791e-01,-3.111727824056664371e+00,-4.362654764699797766e-02,-7.991221771348301361e-01,6.921632308989751792e+00,4.126512726671725979e-03,4.345413493961951430e-03,1.768725940454245205e+01,-6.502761530563143377e-02,6.488274349136235060e+02,1.046544552430297009e-01,3.078527802937863211e-01,-1.544840485030186672e+00
2.552949718802647112e+03,2.683487161743958183e+00,2.383513350763708960e+00,2.904406246132500424e+00,-8.472708723784957385e+01,2.175472480146852128e+00,2.975989298245171444e+00,-2.566854927983753853e+01,2.318458802946971709e+00,1.480996647073355155e-01,-5.541986888484665030e+01,2.217694494557982843e+00,1.583074229666086574e-01,-3.111884458214527971e+00,-4.362186256763839892e-02,-7.991211062682220811e-01,6.921631000241624143e+00,4.126511585833899862e-03,4.345411708629792411e-03,1.768706249270458031e+01,-6.520292291023502274e-02,6.488291101376038341e+02,1.046943857513250448e-01,3.078413103795336059e-01,-1.544840747481643684e+00
5.552006589642400286e+03,2.683412476156944226e+00,2.383513258849769834e+00,2.904406455172097168e+00,-8.472733157896341538e+01,2.175472584254400044e+00,2.975989052630374054e+00,-2.566808417927738617e+01,2.318458782853165534e+00,1.480994719963404371e-01,-5.541967331409964714e+01,2.217694461369092984e+00,1.583074629654488141e-01,-3.112132527847115693e+00,-4.361942056121500405e-02,-7.991201434883558052e-01,6.921631736348525799e+00,4.126509171225288715e-03,4.345403038882548509e-03,1.768715259031886333e+01,-6.534998854711548955e-02,6.488289007268920159e+02,1.046480446291766786e-01,3.078641272230180914e-01,-1.544840103404114595e+00
2.626384541758048726e+03,2.683337597936520602e+00,2.383513434598197644e+00,2.904406530109826523e+00,-8.472735648417341281e+01,2.175472406075965814e+00,2.975988851931953061e+00,-2.566787037748942879e+01,2.318458645911129601e+00,1.480993442035093699e-01,-5.541956970772930191e+01,2.217694549354034095e+00,1.583074439242767584e-01,-3.112281972709568301e+00,-4.361476452145281180e-02,-7.991191655570332175e-01,6.921630428942080471e+00,4.126507968010004364e-03,4.345401887856253399e-03,1.768694945504553218e+01,-6.551907168167744877e-02,6.488305843313179366e+02,1.046896930419120436e-01,3.078514826761214462e-01,-1.544840397783899588e+00
5.799046195813356462e+03,2.683265659937738246e+00,2.383513333829456293e+00,2.904406736442773251e+00,-8.472760247093458474e+01,2.175472518695509283e+00,2.975988607214349546e+00,-2.566740873746413598e+01,2.318458627888306367e+00,1.480991545182557823e-01,-5.541937658860335603e+01,2.217694515205159256e+00,1.583074841386556963e-01,-3.112526636443243788e+00,-4.361244562200396885e-02,-7.991182890053465382e-01,6.921631212738350136e+00,4.126505466696262295e-03,4.345393473005209999e-03,1.768704750647014379e+01,-6.566293620761887162e-02,6.488303057649000039e+02,1.046418225909958588e-01,3.078743818483620776e-01,-1.544839743427453227e+00
2.670865969956965273e+03,2.683193105924012833e+00,2.383513511755210423e+00,2.904406800953425183e+00,-8.472762038916413019e+01,2.175472337436458403e+00,2.975988411028798630e+00,-2.566720724510689067e+01,2.318458489016157920e+00,1.480990288817808642e-01,-5.541927768501338392e+01,2.217694606130973689e+00,1.583074655242810158e-01,-3.112669726049142493e+00,-4.360781108270780221e-02,-7.991173919895199207e-01,6.921629914749724222e+00,4.126504188906412671e-03,4.345392760593754650e-03,1.768684045608901911e+01,-6.582753042253748632e-02,6.488319966831893453e+02,1.046845649124965444e-01,3.078608993706292152e-01,-1.544840058584407982e+00
5.999298351126170019e+03,2.683123456986722832e+00,2.383513404066630592e+00,2.904407003140949239e+00,-8.472786759806184875e+01,2.175472456612812522e+00,2.975988167708098153e+00,-2.566674818428503357e+01,2.318458472024683914e+00,1.480988427924860018e-01,-5.541908650377464340e+01,2.217694571713333396e+00,1.583075043455776931e-01,-3.112911905253476608e+00,-4.360557929534652349e-02,-7.991165808988605068e-01,6.921630738977683883e+00,4.126501605406905464e-03,4.345384585740154175e-03,1.768694390980415676e+01,-6.596674390509213448e-02,6.488316652489676244e+02,1.046356900142110247e-01,3.078838726144200177e-01,-1.544839406386450564e+00
2.703859253341557633e+03,2.683053154926990924e+00,2.383513583121229296e+00,2.904407057779329282e+00,-8.472788047326942262e+01,2.175472273467474071e+00,2.975987975901971172e+00,-2.566655649323978139e+01,2.318458331190115462e+00,1.480987206642793985e-01,-5.541899122354939067e+01,2.217694665333208803e+00,1.583074840541286721e-01,-3.113050415877305799e+00,-4.360095884937660593e-02,-7.991157433879487737e-01,6.921629448693733977e+00,4.126500263160566215e-03,4.345384237381052193e-03,1.768673426252210845e+01,-6.612421021580748570e-02,6.488333598168217122e+02,1.046792891876146131e-01,3.078696560596367870e-01,-1.544839747537710917e+00
6.187422564873399097e+03,2.682985959387610198e+00,2.383513469225134074e+00,2.904407252667575268e+00,-8.472812896168878183e+01,2.175472398514916694e+00,2.975987736686220408e+00,-2.566609873699267652e+01,2.318458315026422856e+00,1.480985407460478076e-01,-5.541880095293849706e+01,2.217694630585243409e+00,1.583075181459175917e-01,-3.113288763740070575e+00,-4.359879283450721760e-02,-7.991149650378692737e-01,6.921630320018738125e+00,4.126497592709593015e-03,4.345376391063499044e-03,1.768684213014310913e+01,-6.624852253753656106e-02,6.488329815878621503e+02,1.046292023482538747e-01,3.078925935306906503e-01,-1.544839107145105528e+00
2.742299088023515651e+03,2.682917603670829543e+00,2.383513649177281923e+00,2.904407297622841000e+00,-8.472813689813416715e+01,2.175472213750520023e+00,2.975987549674942390e+00,-2.566591619552498216e+01,2.318458172897509773e+00,1.480984233882090551e-01,-5.541870910128624672e+01,2.217694726247377179e+00,1.583074950337462206e-01,-3.113422774050290442e+00,-4.359419326521385418e-02,-7.991141773904668621e-01,6.921629042593292702e+00,4.126496194014867870e-03,4.345376353782766723e-03,1.768662997116762625e+01,-6.640241526203259637e-02,6.488346775772889714e+02,1.046737011663369799e-01,3.078777751583584021e-01,-1.544839465768725884e+00
6.338272929459122679e+03,2.682852176728445226e+00,2.383513530237744149e+00,2.904407489663550557e+00,-8.472838561666098656e+01,2.175472343443763279e+00,2.975987310727850499e+00,-2.566546199629069491e+01,2.318458157484918125e+00,1.480982450249501148e-01,-5.541852064153364665e+01,2.217694691407298357e+00,1.583075293180777887e-01,-3.113658731571597116e+00,-4.359209526680345864e-02,-7.991134641344089795e-01,6.921629935863665040e+00,4.126493464712761502e-03,4.345368558152141319e-03,1.768674222991919365e+01,-6.652894464856920487e-02,6.488342647738438700e+02,1.046231146720440902e-01,3.079009320395299509e-01,-1.544838819067039015e+00
2.762181689075554459e+03,2.682785951789223411e+00,2.383513710546316666e+00,2.904407526277220430e+00,-8.472838998356925799e+01,2.175472157681331620e+00,2.975987127062579063e+00,-2.566528588228901597e+01,2.318458014477200013e+00,1.480981317422908339e-01,-5.541843090729736332e+01,2.217694788397953420e+00,1.583075032662809023e-01,-3.113787050456901628e+00,-4.358750690484786833e-02,-7.991127202429177956e-01,6.921628664056947322e+00,4.126492009386613716e-03,4.345368754571576723e-03,1.768652797361531981e+01,-6.667540580570337216e-02,6.488359645615216778e+02,1.046681811371925341e-01,3.078854557420229177e-01,-1.544839195453184155e+00
6.471889789396467677e+03,2.682722467626738716e+00,2.383513586615158442e+00,2.904407712435356004e+00,-8.472863900018765548e+01,2.175472291999597019e+00,2.975986891304074344e+00,-2.566483403794702411e+01,2.318457999801777358e+00,1.480979579232180876e-01,-5.541824410784535360e+01,2.217694753393086415e+00,1.583075345685385771e-01,-3.114020939575908642e+00,-4.358547109045534523e-02,-7.991120438493525269e-01,6.921629583017328891e+00,4.126489221723707648e-03,4.345361159601547965e-03,1.768664394923061423e+01,-6.679434437339172581e-02,6.488355167666919670e+02,1.046166601416202435e-01,3.079085975598432889e-01,-1.544838553442155371e+00
